"rt","stimulus","key_press","trial_type","trial_index","time_elapsed","internal_node_id"
"304.2000000132248","<p style=""color:white;"">Welcome to the experiment! Press any key to begin.</p>","32","html-keyboard-response","0","309","0.0-0.0"
"134.10500006284565","<p style=""color:white;"">Get your hands in position and press the space bar to start. </p>","32","html-keyboard-response","1","444","0.0-1.0"
